任务号码,任务gps 纬度,任务gps经度,任务标价,任务执行情况,3中心聚类,5中心聚类,7中心聚类,,Y,X,任务密度
A0327,23.18718813,113.3366981,66,0,1,1,1,,27.98824596,19.68786256,0
A0328,23.22035048,113.249282,66,0,1,1,7,,31.66926681,25.38013618,0
A0329,23.21844312,113.2333725,65,1,1,1,7,,31.45754985,26.41611499,0
A0330,23.21277909,113.2649338,65.5,1,1,1,7,,30.82884252,24.36093802,0
A0331,23.22783298,113.3098073,65.5,0,1,1,7,,32.49982431,21.43891061,0
A0332,23.17801596,113.2461178,65,1,1,1,1,,26.97013509,25.58617937,0
A0333,23.22050464,113.2826379,65.5,1,1,1,7,,31.68637857,23.20810025,0
A0334,23.18623308,113.2363258,65,1,1,1,1,,27.88223541,26.22380497,0
A0335,23.29451408,113.3313063,69,1,1,2,7,,39.90142641,20.03896036,0
A0336,23.15898957,113.2276926,65.5,1,1,1,1,,24.8582058,26.785973,0
A0337,23.21394862,113.281015,65.5,1,1,1,7,,30.95866035,23.31377862,0
A0338,23.17886838,113.2482347,65,1,1,1,1,,27.06475371,25.44833321,0
A0339,23.21872162,113.2323053,65,1,1,1,7,,31.48846335,26.48560785,0
A0340,23.21794012,113.2368675,65.5,1,1,1,7,,31.40171685,26.1885311,0
A0341,23.29451408,113.3313063,69,1,1,2,7,,39.90142641,20.03896036,0
A0342,23.23158622,113.2643764,66.5,1,1,1,7,,32.91643395,24.39723423,0
A0343,23.23159701,113.283057,65.5,0,1,1,7,,32.91763164,23.18080972,0
A0344,23.15334517,113.2396818,66,1,1,1,1,,24.2316774,26.00527234,0
A0345,23.21271064,113.2644744,65.5,1,1,1,7,,30.82124457,24.39085277,0
A0346,23.22137104,113.2360855,65.5,1,1,1,7,,31.78254897,26.23945259,0
A0347,23.17281527,113.3224149,66,0,1,1,1,,26.3928585,20.6179416,0
A0348,23.20636522,113.3358956,65.5,0,1,1,7,,30.11690295,19.74011894,0
A0349,23.23637165,113.279566,65.5,1,1,1,7,,33.44761668,23.40813315,0
A0350,23.19538681,113.2410703,65,0,1,1,7,,28.89829944,25.9148574,0
A0351,23.22620876,113.3095973,65.5,0,1,1,7,,32.31953589,21.45258518,0
A0352,23.1570952,113.2297309,65.5,1,1,1,1,,24.64793073,26.65324504,0
A0353,23.161857,113.2676472,65.5,0,1,1,1,,25.17649053,24.18424957,0
A0354,23.15645038,113.2549363,66.5,0,1,1,1,,24.57635571,25.01194516,0
A0355,22.63899906,114.0675793,65.5,0,3,3,3,,-32.86074081,-27.90492389,0
A0356,22.51924352,113.9195281,65.5,1,3,3,3,,-46.15360575,-18.26427484,0
A0357,22.67057736,113.8735894,72.5,0,3,3,3,,-29.35554951,-15.27288481,0
A0358,22.58781321,113.9729021,66.5,0,3,3,3,,-38.54237016,-21.73982926,0
A0359,22.57204653,114.1188134,66,0,3,3,3,,-40.29247164,-31.24113445,0
A0360,22.58243264,113.9591486,65.5,0,3,3,3,,-39.13961343,-20.84424269,0
A0361,22.68008861,113.8347861,65.5,0,3,3,4,,-28.29980076,-12.74613057,0
A0362,22.5635259,113.9893556,66,0,3,3,3,,-41.23826157,-22.81123171,0
A0363,23.01217957,113.3974048,68,0,1,1,1,,8.5622958,15.73482476,0
A0364,22.6873087,113.9459597,65,0,3,3,3,,-27.49837077,-19.98542117,0
A0365,23.2177189,113.23556,65.5,0,1,1,7,,31.37716143,26.27367157,0
A0366,23.27373214,113.3010978,66,0,1,1,7,,37.59463107,22.00604706,0
A0367,23.30080982,113.3621418,65.5,0,1,2,7,,40.60025355,18.0310453,0
A0368,23.26172271,113.2781659,65.5,0,1,1,7,,36.26158434,23.49930345,0
A0369,22.54605355,114.0259737,66.5,0,3,3,3,,-43.17769242,-25.1956923,0
A0370,23.14311721,113.2254512,66,0,1,1,1,,23.09637384,26.93192623,0
A0371,23.3004295,113.3621215,65.5,0,1,2,7,,40.55803803,18.03236718,0
A0372,23.19924759,113.334818,65.5,0,1,1,1,,29.32684602,19.81028901,0
A0373,23.09705081,113.6581524,68,1,2,5,5,,17.98300344,-1.244275049,0
A0374,23.12928955,113.6604402,75,1,2,5,5,,21.56150358,-1.393249707,0
A0375,22.64153534,114.0719117,65.5,0,3,3,3,,-32.57921373,-28.18703675,0
A0376,23.03098143,113.3157936,65,1,1,1,1,,10.64930226,21.04910075,0
A0377,22.97984508,113.3212453,66,1,1,1,1,,4.97316741,20.69410243,0
A0378,23.13206675,113.2749836,65,0,1,1,1,,21.86977278,23.70652526,0
A0379,23.12974908,113.2752038,65,1,1,1,1,,21.61251141,23.6921865,0
A0380,22.96267859,113.4455898,66,1,1,1,1,,3.06768702,12.59716242,0
A0381,23.12858004,113.3011622,65.5,1,1,1,1,,21.48274797,22.00185353,0
A0382,23.14246797,113.3005,65,0,1,1,1,,23.0243082,22.044974,0
A0383,23.18246071,113.3497966,66,0,1,1,1,,27.46350234,18.83492761,0
A0384,22.77665396,113.5933558,75,1,2,5,4,,-17.58104691,2.97508474,0
A0385,22.64946304,113.6129849,75,1,2,5,4,,-31.69923903,1.69689676,0
A0386,23.13891176,113.3274613,65,0,1,1,1,,22.62956889,20.2893352,0
A0387,23.12382897,113.3298085,65.5,1,1,1,1,,20.9553792,20.13649259,0
A0388,22.80839337,113.5539168,72,1,2,5,4,,-14.0579724,5.543233852,0
A0389,23.14416119,113.2937609,65.5,1,1,1,1,,23.21225562,22.48380393,0
A0390,22.82771435,113.5218711,74,1,2,5,4,,-11.91334362,7.629953494,0
A0391,23.13562043,113.3048107,65,0,1,1,1,,22.26423126,21.76427418,0
A0392,23.12742643,113.2581662,65,1,1,1,1,,21.35469726,24.80162379,0
A0393,23.446661,113.2201755,75,1,1,2,7,,56.78973453,27.27546396,0
A0394,23.08068204,113.2757904,66,1,1,1,1,,16.16606997,23.65398887,0
A0395,23.47430929,113.163008,75,0,1,2,7,,59.85869472,30.99803969,0
A0396,23.12011401,113.253472,65.5,1,1,1,1,,20.54301864,25.10729598,0
A0397,23.44184274,113.3286502,72,1,1,2,7,,56.25490767,20.21191761,0
A0398,23.37803295,113.2569259,75,1,1,2,7,,49.17202098,24.88238839,0
A0399,23.4422023,113.3300279,72,0,1,2,7,,56.29481883,20.12220593,0
A0400,23.40329889,113.2398514,75,1,1,2,7,,51.97654032,25.9942285,0
A0401,23.43115969,113.4254505,75,1,1,2,7,,55.06908912,13.90857309,0
A0402,23.03030049,113.3145988,65,1,1,1,1,,10.57371792,21.12690253,0
A0403,22.97479086,113.3293635,66,1,1,1,1,,4.41214899,20.16546966,0
A0404,23.01335039,113.3953229,68,1,1,1,1,,8.69225682,15.87039183,0
A0405,22.88992793,113.4614475,72,1,2,1,1,,-5.00763624,11.56455667,0
A0406,22.84224477,113.3450767,73,1,1,1,1,,-10.300467,19.14227331,0
A0407,23.46444973,113.1728925,75,0,1,2,7,,58.76428356,30.35439077,0
A0408,23.02768375,113.3178615,65,1,1,1,1,,10.28325978,20.91444532,0
A0409,22.97556192,113.4972296,75,1,2,1,1,,4.49773665,9.234533893,0
A0410,22.83996892,113.3498966,73.5,0,1,1,1,,-10.55308635,18.82841591,0
A0411,22.91229115,113.3507636,75,1,1,1,1,,-2.52531882,18.77195948,0
A0412,23.02749214,113.3208977,65,1,1,1,1,,10.26199107,20.7167371,0
A0413,22.9505863,113.360999,65.5,1,1,1,1,,1.72544283,18.105461,0
A0414,22.97284334,113.3354088,65.5,1,1,1,1,,4.19597427,19.7718179,0
A0415,22.96099325,113.4427752,72,1,1,1,1,,2.88061428,12.78044071,0
A0416,22.96283395,113.4063597,65.5,1,1,1,1,,3.08493198,15.15170859,0
A0417,22.95377413,113.4063406,65.5,1,1,1,1,,2.07929196,15.15295233,0
A0418,23.54196985,113.5979552,75,1,2,2,7,,67.36901688,2.675585639,0
A0419,22.94294137,113.4065271,65,1,1,1,1,,0.8768556,15.14080801,0
A0420,22.89445321,113.4096635,70,1,1,1,1,,-4.50533016,14.93657507,0
A0421,23.01619601,113.3314991,65.5,1,1,1,1,,9.00812064,20.02640581,0
A0422,23.15655948,113.2149279,66.5,1,1,1,1,,24.58846581,27.61717189,0
A0423,22.9564903,113.3756996,65.5,1,1,1,1,,2.38078683,17.14820213,0
A0424,23.55366671,113.5951132,75,1,2,2,7,,68.66736834,2.860648135,0
A0425,23.29881375,113.3629421,65.5,1,1,2,7,,40.37868978,17.97893217,0
A0426,23.45457434,113.4983044,80,1,1,2,7,,57.66811527,9.164546148,0
A0427,23.2516148,113.2923559,66,1,1,1,7,,35.13960633,22.57529331,0
A0428,23.28119075,113.2376396,75,1,1,2,7,,38.42253678,26.13825427,0
A0429,23.5532428,113.5953837,75,1,2,2,7,,68.62031433,2.843033989,0
A0430,23.25840064,113.2999763,66,1,1,1,7,,35.89283457,22.07907577,0
A0431,23.55380843,113.5953328,75,1,2,2,7,,68.68309926,2.846348444,0
A0432,23.20717633,113.2643515,65,1,1,1,7,,30.20693616,24.39885565,0
A0433,23.22050464,113.2826379,65.5,1,1,1,7,,31.68637857,23.20810025,0
A0434,23.21772876,113.273664,65.5,1,1,1,7,,31.37825589,23.79245364,0
A0435,23.45803366,113.1869153,75,0,1,2,7,,58.05209979,29.44126819,0
A0436,23.3754398,113.2134638,75,0,1,2,7,,48.88418133,27.71250968,0
A0437,23.47484287,113.1908172,75,0,1,2,7,,59.9179221,29.18718819,0
A0438,23.47290189,113.1700943,75,0,1,2,7,,59.70247332,30.53660114,0
A0439,23.46841629,113.1611801,75,0,1,2,7,,59.20457172,31.11706704,0
A0440,22.52619876,113.9892211,69.5,0,3,3,3,,-45.38157411,-22.80247348,0
A0441,22.55528126,114.1160913,67,0,3,3,3,,-42.15341661,-31.06387948,0
A0442,22.72286461,114.2445007,69,0,3,3,2,,-23.55166476,-39.42551356,0
A0443,22.56778253,114.1781275,73,0,3,3,2,,-40.76577564,-35.10349032,0
A0444,22.56382444,113.9907634,66.5,0,3,3,3,,-41.20512363,-22.90290342,0
A0445,22.6315777,114.1233026,72,1,3,3,2,,-33.68451177,-31.53345766,0
A0446,22.68155741,113.9462038,72,0,3,3,3,,-28.13676396,-20.00131623,0
A0447,22.54700517,114.1111563,66.5,0,3,3,3,,-43.0720626,-30.74252712,0
A0448,22.54938063,114.0502177,67,0,3,3,3,,-42.80838654,-26.77438869,0
A0449,22.5342988,114.0317449,66,0,3,3,3,,-44.48246967,-25.57149549,0
A0450,22.57872798,114.4936096,85,0,3,3,2,,-39.55083069,-55.64673622,0
A0451,22.64040872,114.043872,66,0,3,3,3,,-32.70426855,-26.36117578,0
A0452,22.73383221,113.8315273,65.5,0,3,5,4,,-22.33426116,-12.53392731,0
A0453,22.78567173,113.9004089,65.5,0,3,3,4,,-16.58007444,-17.01929002,0
A0454,22.77248305,113.853852,66,0,3,5,4,,-18.04401792,-13.98764466,0
A0455,22.74040934,113.7890795,72,0,3,5,4,,-21.60419973,-9.769854186,0
A0456,22.6614933,114.0272899,65,0,3,3,3,,-30.36388017,-25.28139928,0
A0457,23.46633279,113.159492,72,0,1,2,7,,58.97330322,31.22699104,0
A0458,22.58197746,113.8879268,66.5,0,3,3,3,,-39.19013841,-16.20649319,0
A0459,22.805179,113.5628515,72,0,2,5,4,,-14.41476747,4.961433049,0
A0460,22.70528903,114.1403154,85,0,3,3,2,,-25.50255414,-32.64128005,0
A0461,23.19096422,113.3331534,65.5,1,1,1,1,,28.40739195,19.91868276,0
A0462,22.52394954,113.9434416,65.5,1,3,3,3,,-45.63123753,-19.82145007,0
A0463,23.09785202,113.3057915,65,0,1,1,1,,18.07193775,21.70040743,0
A0464,22.52712849,114.0539088,65.5,0,3,3,3,,-45.27837408,-27.01474203,0
A0465,22.54660305,114.1049551,67,0,3,3,3,,-43.11669792,-30.33872362,0
A0466,22.57517644,114.1449386,67,0,3,3,2,,-39.94505163,-32.94232893,0
A0467,22.5684784,113.9001112,65.5,0,3,3,3,,-40.68853407,-16.99990469,0
A0468,22.5382642,114.0658681,80,0,3,3,3,,-44.04231027,-27.79349569,0
A0469,23.13875611,113.3288103,65,0,1,1,1,,22.61229174,20.20149238,0
A0470,23.14339098,113.6011789,75,1,2,5,5,,23.12676231,2.465667987,0
A0471,23.12003249,113.2890606,80,0,1,1,1,,20.53396992,22.78987334,0
A0472,23.13542532,113.3037677,65,0,1,1,1,,22.24257405,21.8321912,0
A0473,23.16432044,113.2431433,66,1,1,1,1,,25.44993237,25.77986987,0
A0474,23.12585311,113.4120539,65,1,1,1,1,,21.18005874,14.78091941,0
A0475,23.1260612,113.3323389,65.5,1,1,1,1,,21.20315673,19.97172055,0
A0476,23.15263157,113.3319798,65,1,1,1,1,,24.1524678,19.99510407,0
A0477,23.128422,113.4111868,80,0,1,1,1,,21.46520553,14.83738235,0
A0478,23.18845597,113.2716284,80,0,1,1,1,,28.1289762,23.9250058,0
A0479,22.94295695,113.3934216,66,1,1,1,1,,0.87858498,15.99419877,0
A0480,23.09450111,113.2664068,66.5,1,1,1,1,,17.69998674,24.26502069,0
A0481,23.19676966,113.2703134,80,1,1,1,7,,29.05179579,24.01063464,0
A0482,23.00569584,113.1243661,65.5,0,1,4,6,,7.84260177,33.51428405,0
A0483,23.04490751,113.7884342,65.5,1,2,5,5,,12.19509714,-9.72783419,0
A0484,23.03272552,113.12013,65.5,0,1,4,6,,10.84289625,33.79012614,0
A0485,23.00621128,113.1241309,65.5,0,1,4,6,,7.89981561,33.52959956,0
A0486,22.77759139,113.7516813,70,1,2,5,4,,-17.47699218,-7.334595835,0
A0487,22.72103752,114.1790518,70.5,1,3,3,2,,-23.75447175,-35.16367796,0
A0488,22.81230491,114.1729882,72,1,3,3,2,,-13.62379146,-34.76883456,0
A0489,22.801073,113.7618106,66.5,1,2,5,4,,-14.87053347,-7.994185398,0
A0490,23.03122319,113.1207972,65.5,0,1,4,6,,10.67613762,33.74668008,0
A0491,23.05595171,113.871321,70.5,1,2,5,5,,13.42100334,-15.12517342,0
A0492,22.91692471,113.6433026,71.5,1,2,5,4,,-2.01099366,-0.277300717,0
A0493,22.87739958,114.1275908,70,1,3,3,2,,-6.39828309,-31.81269235,0
A0494,23.06483206,113.7971486,66.5,1,2,5,5,,14.40672219,-10.29528972,0
A0495,23.01025416,113.6817199,69,1,2,5,5,,8.34857529,-2.778919797,0
A0496,23.06159876,113.6626383,67.5,1,2,5,5,,14.04782589,-1.536383371,0
A0497,23.0416214,113.7119223,68.5,1,2,5,5,,11.83033893,-4.745609285,0
A0498,23.08542731,113.6936712,70,1,2,5,5,,16.69279494,-3.557152523,0
A0499,22.85522568,114.1534998,70,1,3,3,2,,-8.85958599,-33.49980854,0
A0500,22.80544018,113.8238665,67.5,1,2,5,4,,-14.38577649,-12.03507904,0
A0501,22.82232789,113.7424637,70,1,2,5,4,,-12.51124068,-6.734373434,0
A0502,22.85094098,114.1669061,70,1,3,3,2,,-9.33518769,-34.37278649,0
A0503,22.85030931,114.1708909,70,1,3,3,2,,-9.40530306,-34.63226469,0
A0504,23.00567603,113.7076519,70,1,2,5,5,,7.84040286,-4.467533675,0
A0505,23.06209254,113.826673,68,1,2,5,5,,14.10263547,-12.21782989,0
A0506,22.84478414,113.6454694,69.5,1,2,5,4,,-10.01859693,-0.418396219,0
A0507,22.85171477,113.6315449,67.5,1,2,5,4,,-9.249297,0.488325359,0
A0508,22.86139706,113.8539976,72.5,1,2,5,4,,-8.17456281,-13.99712569,0
A0509,22.81963599,113.8037291,65,1,2,5,4,,-12.81004158,-10.7237921,0
A0510,22.79566135,114.1565339,70,1,3,3,2,,-15.47122662,-33.69738001,0
A0511,22.80567514,113.7907865,67,1,2,5,4,,-14.35969593,-9.881008894,0
A0512,23.00064852,113.6154402,67,1,2,5,5,,7.28234925,1.537015006,0
A0513,22.78249643,113.7638949,66,1,2,5,4,,-16.93253274,-8.129908748,0
A0514,22.95998261,113.0474105,72.5,1,1,4,6,,2.76843324,38.52540136,0
A0515,23.01478583,113.6858529,68.5,1,2,5,5,,8.85159066,-3.048048331,0
A0516,22.78139716,113.7672628,66,1,2,5,4,,-17.05455171,-8.349216271,0
A0517,23.05170834,113.8429711,69.5,1,2,5,5,,12.94998927,-13.27911316,0
A0518,22.99142805,113.7725018,67.5,1,2,5,5,,6.25887708,-8.6903642,0
A0519,23.07829135,113.7987384,69,1,2,5,5,,15.90070338,-10.39881272,0
A0520,23.06286454,113.7987584,66.5,1,2,5,5,,14.18832747,-10.40011506,0
A0521,23.0553869,113.7700911,65.5,1,2,5,5,,13.35830943,-8.533386664,0
A0522,22.80016347,114.0627615,70,1,3,3,2,,-14.9714913,-27.59120324,0
A0523,23.04845541,113.5499061,75,1,2,1,1,,12.58891404,5.804398578,0
A0524,22.82104527,113.8090357,65,1,2,5,4,,-12.6536115,-11.06934193,0
A0525,22.7958979,113.7978335,68,1,2,5,4,,-15.44496957,-10.33988835,0
A0526,23.06060865,113.7374003,66.5,1,2,5,5,,13.93792368,-6.404660049,0
A0527,23.01783954,113.8233686,69,1,2,5,5,,9.19055247,-12.00265729,0
A0528,23.05828484,113.8147964,67,1,2,5,5,,13.67998077,-11.4444614,0
A0529,22.96936454,113.8966138,69.5,1,2,5,5,,3.80982747,-16.77216451,0
A0530,23.01465206,113.7680676,65.5,1,2,5,5,,8.83674219,-8.401622427,0
A0531,22.99522565,113.8000233,71,1,2,5,5,,6.68041068,-10.48248154,0
A0532,23.05866525,113.8321688,68,1,2,5,5,,13.72220628,-12.57569986,0
A0533,22.98744806,113.725147,68,1,2,5,5,,5.81709819,-5.606761991,0
A0534,22.99313225,113.7323716,67,1,2,5,5,,6.44804328,-6.077206223,0
A0535,23.02871297,113.8045789,66,1,2,5,5,,10.3975032,-10.77912852,0
A0536,22.97417485,113.7345883,67.5,1,2,5,5,,4.34377188,-6.221551062,0
A0537,22.94132785,113.6767951,66,1,2,5,5,,0.69775488,-2.458231626,0
A0538,22.84339687,113.2557574,66,0,1,4,1,,-10.1725839,24.9584776,0
A0539,23.06167985,113.8102199,67,1,2,5,5,,14.05682688,-11.14645348,0
A0540,23.17934885,112.8994031,70,1,1,4,6,,27.11808588,48.16319828,0
A0541,23.17455266,113.0688513,75,1,1,4,6,,26.58570879,37.12924092,0
A0542,23.17677756,112.8784023,70,1,1,4,6,,26.83267269,49.53070724,0
A0543,23.16943397,112.9073857,70,1,1,4,6,,26.0175342,47.64339537,0
A0544,23.2615299,113.0247518,75,1,1,4,6,,36.24018243,40.00086778,0
A0545,23.16865186,112.8938126,70,1,1,4,6,,25.93071999,48.52723484,0
A0546,23.16321812,112.9148997,70,1,1,4,6,,25.32757485,47.15410628,0
A0547,23.07057951,112.8445408,75,1,1,4,6,,15.04468914,51.73566632,0
A0548,22.90422292,112.9019826,75,1,1,4,6,,-3.42089235,47.995229,0
A0549,23.0386685,113.2034172,70,1,1,4,6,,11.50256703,28.36671407,0
A0550,23.20300498,113.1713931,69.5,1,1,1,6,,29.74391631,30.45202719,0
A0551,23.17018893,112.9060636,70,1,1,4,6,,26.10133476,47.72948655,0
A0552,22.87794292,113.2265578,70.5,1,1,4,1,,-6.33797235,26.85986777,0
A0553,23.18828575,113.2051584,68,1,1,1,7,,28.11008178,28.25333236,0
A0554,23.1176526,113.1774208,66.5,1,1,4,6,,20.26980213,30.05952148,0
A0555,23.14659839,113.1104485,67.5,1,1,4,6,,23.48278482,34.42055632,0
A0556,23.12232763,113.1914852,67,1,1,1,6,,20.78873046,29.14369004,0
A0557,23.16730584,112.902416,70,1,1,4,6,,25.78131177,47.96700729,0
A0558,23.10435408,113.1991211,66.5,1,1,1,6,,18.79366641,28.64646319,0
A0559,23.18585718,113.0927552,75,1,1,4,6,,27.84051051,35.57269082,0
A0560,23.06677042,113.1421953,66.5,1,1,4,6,,14.62188015,32.35330014,0
A0561,23.04403683,112.9214509,71.5,1,1,4,6,,12.09845166,46.72751183,0
A0562,22.83661574,113.0000318,73,1,1,4,6,,-10.92528933,41.61055987,0
A0563,23.00707365,113.008964,73.5,1,1,4,6,,7.99553868,41.02892186,0
A0564,22.95343786,112.9712874,75,1,1,4,6,,2.04196599,43.48230878,0
A0565,23.07826539,113.0413813,70,1,1,4,6,,15.89782182,38.91800474,0
A0566,23.11360001,113.0152889,73.5,1,1,4,6,,19.81996464,40.61706338,0
A0567,23.0386685,113.2034172,70,1,1,4,6,,11.50256703,28.36671407,0
A0568,23.0695963,113.156189,66,1,1,4,6,,14.93555283,31.44207247,0
A0569,22.90311313,112.8923366,73,1,1,4,6,,-3.54407904,48.62334752,0
A0570,23.06369651,113.1355791,66.5,1,1,4,6,,14.28067614,32.7841272,0
A0571,22.91055956,112.8841425,75,1,1,4,6,,-2.71752531,49.15692268,0
A0572,23.03863041,113.1704547,66.5,1,1,4,6,,11.49833904,30.51313297,0
A0573,23.06573343,113.1321153,66.5,1,1,4,6,,14.50677426,33.00967944,0
A0574,23.15666359,112.9049408,70,1,1,4,6,,24.60002202,47.80259991,0
A0575,23.07059532,113.0576611,66,0,1,4,6,,15.04644405,37.85791311,0
A0576,23.0723988,113.0896832,67.5,1,1,4,6,,15.24663033,35.77273022,0
A0577,23.03791217,113.1563516,65.5,1,1,4,6,,11.4186144,31.43148445,0
A0578,22.89624538,112.8883289,73.5,1,1,4,6,,-4.30639929,48.88431689,0
A0579,23.33555566,113.3075287,67.5,1,1,2,7,,44.45704179,21.58728619,0
A0580,23.0723988,113.0896832,67.5,1,1,4,6,,15.24663033,35.77273022,0
A0581,23.06817647,112.9707635,72.5,1,1,4,6,,14.7779517,43.51642357,0
A0582,23.04372806,113.1470411,66,1,1,4,6,,12.06417819,32.03775622,0
A0583,23.03964619,113.154622,65.5,1,1,4,6,,11.61109062,31.5441108,0
A0584,22.98796007,113.0170859,70,1,1,4,6,,5.8739313,40.50004815,0
A0585,23.0968614,113.041882,73,1,1,4,6,,17.96197893,38.88540066,0
A0586,23.01479481,113.1651816,68,1,1,4,6,,8.85258744,30.85650139,0
A0587,22.82452268,112.6832583,75,1,1,4,6,,-12.26761899,62.23789785,0
A0588,23.04112492,113.1373402,65.5,0,1,4,6,,11.77522965,32.66944966,0
A0589,23.00022308,113.1080614,67,0,1,4,6,,7.23512541,34.57599709,0
A0590,22.90119911,112.8850012,73,1,1,4,6,,-3.75653526,49.10100671,0
A0591,23.00675916,113.1290287,65,1,1,4,6,,7.96063029,33.21066955,0
A0592,23.03480604,113.0880386,66,1,1,4,6,,11.07383397,35.87982163,0
A0593,23.03489605,113.0901446,66,0,1,4,6,,11.08382508,35.74268524,0
A0594,23.00573639,112.9707899,75,0,1,4,6,,7.84710282,43.51470448,0
A0595,23.03905705,113.072597,66,0,1,4,6,,11.54569608,36.8853322,0
A0596,22.94081692,113.0626781,72.5,0,1,4,6,,0.64104165,37.53122115,0
A0597,23.0407653,113.1115737,65,0,1,4,6,,11.73531183,34.34728668,0
A0598,23.0387396,113.1073721,65.5,0,1,4,6,,11.51045913,34.62088224,0
A0599,23.00421017,113.0704232,66.5,0,1,4,6,,7.6776924,37.02688352,0
A0600,23.0488615,113.0718864,66,0,1,4,6,,12.63399003,36.93160434,0
A0601,23.03429331,113.0640067,66,0,1,4,6,,11.01692094,37.44470671,0
A0602,23.03041581,113.121425,65.5,0,1,4,6,,10.58651844,33.70579964,0
A0603,23.0208495,113.1393148,66,0,1,4,6,,9.52465803,32.54086964,0
A0604,22.9908325,113.0723102,68,0,1,4,6,,6.19277103,36.90400775,0
A0605,23.02630556,113.1403491,66,0,1,4,6,,10.13028069,32.47351914,0
A0606,23.04334065,113.1056167,65.5,0,1,4,6,,12.02117568,34.73518861,0
A0607,23.02991483,113.0576595,66,0,1,4,6,,10.53090966,37.85801729,0
A0608,23.01281035,113.1202326,66,0,1,4,6,,8.63231238,33.78344514,0
A0609,23.04516433,113.1210046,65.5,0,1,4,6,,12.22360416,33.73317482,0
A0610,23.0024026,113.0651869,67,0,1,4,6,,7.47705213,37.36785564,0
A0611,23.03004352,113.1298659,65.5,0,1,4,6,,10.54519425,33.1561536,0
A0612,22.91452474,113.6760975,70,1,2,5,4,,-2.27739033,-2.412806012,0
A0613,22.85615682,114.1539907,70,1,3,3,2,,-8.75622945,-33.53177447,0
A0614,23.009444,113.0925428,66,0,1,4,6,,8.25864753,35.58652167,0
A0615,22.97994563,114.0020847,67,1,2,5,5,,4.98432846,-23.64011244,0
A0616,23.0103936,113.1462973,66,0,1,4,6,,8.36405313,32.08619024,0
A0617,23.00576024,113.1355665,65.5,0,1,4,6,,7.84975017,32.78494767,0
A0618,22.94362798,113.6756826,65.5,1,2,5,5,,0.95306931,-2.385788971,0
A0619,23.08043298,113.9678196,70,1,2,5,5,,16.13842431,-21.40887214,0
A0620,22.93224969,113.9403339,69,1,2,5,5,,-0.30992088,-19.61908599,0
A0621,22.79339959,114.1608936,70,1,3,3,2,,-15.72228198,-33.98127057,0
A0622,22.80018488,113.7826897,67,1,2,5,4,,-14.96911479,-9.35376962,0
A0623,22.97892268,113.956267,70,1,2,5,5,,4.87078101,-20.65660156,0
A0624,22.83110817,113.7801718,69,1,2,5,4,,-11.5366296,-9.189811541,0
A0625,22.72831758,114.1967043,72,1,3,3,2,,-22.94638509,-36.31315569,0
A0626,22.78108249,114.0574014,70,1,3,3,2,,-17.08948008,-27.24216964,0
A0627,22.79633118,114.0632326,70,1,3,3,2,,-15.39687549,-27.62187985,0
A0628,22.82104527,113.8090357,65,1,2,5,4,,-12.6536115,-11.06934193,0
A0629,23.04883737,113.8557656,70,1,2,5,5,,12.6313116,-14.11225253,0
A0630,22.81973576,113.8093302,65,1,2,5,4,,-12.79896711,-11.08851889,0
A0631,22.92277014,113.6689502,66,1,2,5,4,,-1.36215093,-1.947395323,0
A0632,22.8387028,113.7066879,68.5,1,2,5,4,,-10.69362567,-4.404760894,0
A0633,23.03128773,113.8334312,67.5,1,2,5,5,,10.68330156,-12.65790355,0
A0634,22.99889137,113.6206429,66.5,1,2,5,5,,7.0873056,1.198230823,0
A0635,22.7920915,114.1017881,70,1,3,3,2,,-15.86747997,-30.1324981,0
A0636,22.96921119,113.7638371,71.5,1,2,5,5,,3.79280562,-8.126144986,0
A0637,22.76781337,114.0421691,70,1,3,3,2,,-18.5623524,-26.25028806,0
A0638,23.05029788,113.7566159,65.5,1,2,5,5,,12.79342821,-7.655922151,0
A0639,22.8188764,113.6774155,65.5,1,2,5,4,,-12.89435607,-2.498630209,0
A0640,22.88245435,114.0068175,75,1,3,3,2,,-5.83720362,-23.94829814,0
A0641,22.7406896,114.1664449,70,1,3,3,2,,-21.57309087,-34.34275453,0
A0642,22.96547337,114.1542792,75,1,3,3,2,,3.3779076,-33.55056072,0
A0643,22.69796842,114.1787142,68,1,3,3,2,,-26.31514185,-35.14169446,0
A0644,22.96920507,114.1741551,75,1,3,3,2,,3.7921263,-34.84481958,0
A0645,23.03504106,113.8561107,69,1,2,5,5,,11.09992119,-14.13472441,0
A0646,23.02874532,113.8311519,67.5,1,2,5,5,,10.40109405,-12.50948239,0
A0647,23.10214598,113.8030771,69.5,1,2,5,5,,18.54856731,-10.68133582,0
A0648,23.0230261,113.8416605,68,1,2,5,5,,9.76626063,-13.19377083,0
A0649,22.84421485,114.1744379,70,1,3,3,2,,-10.08178812,-34.86323466,0
A0650,23.06377156,113.834619,68.5,1,2,5,5,,14.28900669,-12.73524952,0
A0651,23.0284963,113.848423,68,1,2,5,5,,10.37345283,-13.6341245,0
A0652,22.84485611,114.1728089,70,1,3,3,2,,-10.01060826,-34.75715908,0
A0653,23.02631551,113.8422567,67.5,1,2,5,5,,10.13138514,-13.23259358,0
A0654,22.85760935,113.0531252,70.5,1,1,4,6,,-8.59499862,38.15327728,0
A0655,22.98796007,113.0170859,69,1,1,4,6,,5.8739313,40.50004815,0
